Name,Job_Role,Experience_Numeric_Weight,Technical_Skill_Proficiency,P1_Big5_Openness,P1_Big5_Conscientiousness,P1_Big5_Extraversion,P1_Big5_Agreeableness,P1_Big5_Neuroticism,P1_Dark_Machiavellianism,P1_Dark_Narcissism,P1_Dark_Psychopathy,P2_Behavior_Self_Efficacy,P2_Behavior_Self_Monitoring,P2_Behavior_Proactivity,P2_Behavior_Action_Orient,P2_Behavior_Psych_Capital,P3_Attitude_Utilitarian,P3_Attitude_Value_Express,P3_Attitude_Ego_Defensive,P3_Attitude_Knowledge,P4_Emotion_Pos_High_Act,P4_Emotion_Prosocial_Aff,P4_Emotion_Neg_High_Act,P4_Emotion_Neg_Low_Act,P4_Emotion_Threat_Apprehend,P5_Comm_Instrumental,P5_Comm_Expressive,P5_Comm_Controlled,P6_EI_Self_Control,P6_EI_Conflict_Management,P6_EI_Empathy_Resolution,P6_EI_Isolated_Focus,P7_Value_Openness_Change,P7_Value_Conservation,P7_Value_Social_Focus,P7_Value_Personal_Focus,P8_Interdep_Positive,P8_Interdep_Negative,P8_Interdep_No,Cluster_ID,PCA_X,PCA_Y
Matthew Walls,HR Executive,0.0,0.75,0.54,0.57,0.6,0.78,0.14,0.18,0.42,0.25,0.52,0.77,0.65,0.46,0.82,0.58,0.71,0.01,0.22,0.75,0.87,0.28,0.37,0.08,0.33,0.81,0.71,0.71,0.64,0.9,0.31,0.49,0.25,0.94,0.26,0.88,0.22,0.13,3,-4.550501876658915,0.5264416926654554
Ann Hopkins,Financial Analyst,0.0,0.79,0.45,0.89,0.91,0.77,0.52,0.2,0.69,0.17,0.74,0.96,0.74,0.68,0.78,0.48,0.63,0.27,0.43,0.43,0.86,0.44,0.44,0.29,0.71,0.66,0.31,0.42,0.67,0.97,0.2,0.72,0.8,0.68,0.42,0.93,0.07,0.5,3,-2.4350104468956704,1.1240856858252561
Sarah Anderson,Financial Analyst,1.0,0.72,0.67,0.6,0.71,0.73,0.45,0.34,0.49,0.25,0.49,0.68,0.44,0.56,0.96,0.18,0.66,0.19,0.4,0.73,0.8,0.42,0.26,0.37,0.47,0.38,0.38,0.81,0.9,0.84,0.5,0.73,0.79,0.48,0.61,0.76,0.2,0.48,3,-2.5636976248778587,0.007606018982476725
Robyn Hall,Financial Analyst,1.0,0.95,0.6,0.77,0.27,0.56,0.5,0.48,0.47,0.29,0.81,0.24,0.39,0.83,0.73,0.81,0.37,0.54,0.68,0.66,0.41,0.6,0.22,0.66,0.75,0.24,0.78,0.55,0.44,0.34,0.74,0.77,0.46,0.23,0.54,0.32,0.5,0.72,1,3.763567830837151,-0.4184259083298933
Gina Cunningham,Financial Analyst,1.0,0.98,0.78,0.75,0.41,0.49,0.55,0.21,0.22,0.36,0.75,0.54,0.37,0.77,0.68,0.47,0.45,0.1,0.99,0.3,0.42,0.35,0.31,0.68,0.7,0.26,0.65,0.55,0.43,0.56,0.87,0.59,0.6,0.14,0.93,0.32,0.23,0.56,1,2.937999449411097,-2.0806934093034335
Victor Watson,Marketing Manager,0.5,0.83,0.99,0.65,0.71,0.81,0.43,0.45,0.7,0.34,0.84,0.5,0.81,0.89,0.73,0.79,0.71,0.22,0.5,0.83,0.47,0.45,0.14,0.16,0.86,0.77,0.39,0.6,0.91,0.64,0.49,0.74,0.5,0.99,0.63,0.52,0.43,0.53,0,-1.3073879246019686,2.298169308955882
Michael Foley,Financial Analyst,0.5,0.86,0.7,0.64,0.86,0.81,0.32,0.01,0.64,0.12,0.58,0.71,0.41,0.42,0.81,0.42,0.78,0.24,0.59,0.52,0.78,0.27,0.22,0.34,0.43,0.73,0.63,0.82,0.96,0.99,0.43,0.43,0.39,0.81,0.24,0.91,0.27,0.23,3,-4.115239778228811,-0.145185417914018
Christopher Hogan,Financial Analyst,0.0,0.74,0.58,0.99,0.54,0.37,0.41,0.61,0.53,0.2,0.87,0.85,0.52,0.61,0.63,0.74,0.37,0.47,0.66,0.4,0.56,0.09,0.59,0.1,0.54,0.23,0.79,0.85,0.46,0.41,0.94,0.57,0.62,0.17,0.76,0.38,0.18,0.87,1,2.7293602459359607,-1.8134996259264224
Tracy Schmidt,Financial Analyst,1.0,0.95,0.97,0.71,0.85,0.6,0.47,0.34,0.74,0.16,0.92,0.78,0.75,0.57,0.71,0.26,0.62,0.16,0.99,0.99,0.56,0.6,0.36,0.08,0.61,0.9,0.36,0.66,0.8,0.56,0.42,0.97,0.47,0.72,0.75,0.79,0.1,0.62,0,-2.1501634859759555,1.642261447613729
Christopher Erickson,Financial Analyst,1.0,0.97,0.81,0.6,0.72,0.86,0.26,0.1,0.28,0.12,0.65,0.89,0.81,0.47,0.74,0.28,0.78,0.17,0.64,0.87,0.47,0.32,0.23,0.37,0.32,0.93,0.74,0.84,0.97,0.74,0.21,0.76,0.43,0.99,0.3,0.93,0.51,0.19,3,-4.7200480552732955,0.6637442215489502
Brandi Richardson,HR Executive,0.0,0.71,0.51,0.77,0.79,0.67,0.33,0.33,0.86,0.54,0.82,0.76,0.78,0.54,0.95,0.53,0.84,0.45,0.74,0.84,0.66,0.26,0.45,0.27,0.92,0.73,0.52,0.64,0.79,0.87,0.33,0.83,0.35,0.3,0.67,0.63,0.8,0.44,0,-1.1829388442283713,2.754288930213851
Jason Rogers,Software Engineer,0.0,0.73,0.73,0.68,0.87,0.84,0.24,0.06,0.07,0.43,0.82,0.54,0.57,0.58,0.76,0.34,0.81,0.37,0.66,0.68,0.83,0.39,0.37,0.31,0.44,0.8,0.53,0.87,0.69,0.79,0.39,0.48,0.31,0.86,0.1,0.66,0.31,0.27,3,-3.445045131758275,-0.2848030243894429
William Medina,Marketing Manager,1.0,0.95,0.63,0.66,0.94,0.7,0.09,0.06,0.35,0.16,0.76,0.74,0.52,0.65,0.99,0.23,0.61,0.26,0.9,0.54,0.85,0.12,0.36,0.01,0.29,0.94,0.6,0.64,0.84,0.84,0.38,0.34,0.39,0.71,0.44,0.85,0.42,0.42,3,-4.0859128652551355,-0.5030551697190084
Natasha Turner,Financial Analyst,0.5,0.85,0.62,0.89,0.43,0.49,0.37,0.14,0.55,0.22,0.83,0.5,0.41,0.67,0.8,0.53,0.77,0.29,0.67,0.52,0.78,0.06,0.43,0.47,0.81,0.36,0.64,0.56,0.43,0.28,0.84,0.64,0.53,0.4,0.48,0.37,0.65,0.69,1,1.6005994563509822,-1.4799023512242098
Mariah Roberts,HR Executive,0.0,0.71,0.67,0.94,0.49,0.42,0.04,0.45,0.36,0.3,0.76,0.57,0.49,0.99,0.7,0.85,0.45,0.45,0.6,0.41,0.61,0.34,0.28,0.3,0.7,0.29,0.62,0.86,0.48,0.24,0.99,0.69,0.68,0.4,0.81,0.35,0.35,0.83,1,2.6223762898598926,-1.7010935735934456
Tanya Wilkinson,HR Executive,0.5,0.84,0.62,0.65,0.99,0.75,0.15,0.3,0.21,0.11,0.49,0.82,0.63,0.55,0.91,0.12,0.64,0.22,0.42,0.44,0.8,0.35,0.49,0.22,0.56,0.85,0.78,0.7,0.58,0.86,0.15,0.54,0.5,0.8,0.37,0.96,0.14,0.36,3,-4.037413376846335,-0.31989551293584073
Jennifer Edwards,Financial Analyst,0.0,0.75,0.44,0.5,0.54,0.18,0.59,0.77,0.64,0.53,0.77,0.71,0.74,0.46,0.24,0.71,0.5,0.56,0.72,0.28,0.37,0.6,0.41,0.24,0.99,0.54,0.5,0.28,0.21,0.42,0.42,0.52,0.26,0.27,0.56,0.08,0.67,0.59,2,4.817215514945201,3.4514568907616896
Linda Stone,Software Engineer,1.0,0.94,0.76,0.41,0.94,0.74,0.21,0.22,0.72,0.05,0.99,0.56,0.68,0.84,0.59,0.54,0.7,0.01,0.95,0.86,0.36,0.25,0.4,0.34,0.91,0.65,0.54,0.66,0.8,0.77,0.29,0.83,0.26,0.64,0.85,0.45,0.57,0.23,0,-1.5281751305160953,1.4995623030028307
Curtis Walsh,Marketing Manager,0.5,0.9,0.98,0.67,0.77,0.69,0.19,0.29,0.67,0.36,0.99,0.44,0.84,0.63,0.88,0.85,0.73,0.27,0.59,0.79,0.42,0.38,0.14,0.04,0.76,0.82,0.75,0.54,0.42,0.72,0.54,0.99,0.57,0.87,0.6,0.93,0.35,0.52,0,-1.5319642496728225,1.275131078873494
Julie Chambers,Data Scientist,0.0,0.79,0.35,0.85,0.66,0.99,0.07,0.36,0.23,0.01,0.89,0.92,0.58,0.61,0.87,0.43,0.63,0.19,0.89,0.99,0.99,0.32,0.25,0.18,0.34,0.67,0.92,0.99,0.96,0.71,0.43,0.61,0.23,0.89,0.22,0.73,0.16,0.23,3,-4.723930384523371,-1.516888900766147
Travis French,Software Engineer,0.5,0.84,0.7,0.39,0.46,0.75,0.38,0.1,0.29,0.17,0.7,0.98,0.65,0.75,0.78,0.62,0.76,0.01,0.97,0.71,0.93,0.09,0.63,0.18,0.39,0.52,0.65,0.71,0.62,0.84,0.31,0.61,0.28,0.89,0.16,0.98,0.12,0.44,3,-3.6398680983282685,-1.1907629237332567
Adam Graham,Data Scientist,0.5,0.88,0.71,0.55,0.57,0.21,0.72,0.99,0.67,0.48,0.75,0.43,0.4,0.34,0.34,0.6,0.06,0.63,0.6,0.26,0.2,0.99,0.49,0.6,0.61,0.77,0.32,0.32,0.55,0.27,0.61,0.51,0.41,0.31,0.93,0.2,0.69,0.41,2,5.770206686393564,4.218053855775531
Stephanie Spencer,Marketing Manager,1.0,0.72,0.89,0.81,0.1,0.76,0.49,0.36,0.32,0.21,0.7,0.36,0.41,0.68,0.51,0.73,0.45,0.29,0.84,0.58,0.11,0.44,0.27,0.33,0.38,0.38,0.64,0.58,0.46,0.15,0.86,0.8,0.63,0.29,0.76,0.39,0.41,0.99,1,3.3731112298405423,-1.7856398151184123
Bobby Edwards,Data Scientist,1.0,0.93,0.89,0.63,0.79,0.42,0.35,0.55,0.49,0.29,0.75,0.73,0.77,0.69,0.65,0.73,0.64,0.29,0.74,0.79,0.72,0.25,0.22,0.04,0.65,0.5,0.61,0.71,0.82,0.6,0.27,0.73,0.58,0.87,0.77,0.62,0.61,0.3,0,-1.4517500678263717,1.6997756578154792
Lisa Price,HR Executive,0.0,0.71,0.99,0.81,0.82,0.31,0.25,0.35,0.69,0.31,0.62,0.83,0.99,0.99,0.58,0.7,0.5,0.64,0.7,0.79,0.47,0.45,0.33,0.01,0.91,0.82,0.71,0.86,0.69,0.73,0.31,0.78,0.59,0.54,0.78,0.56,0.3,0.32,0,-0.5102403996443183,1.7550529816730687
Jennifer Edwards,HR Executive,0.0,0.7,0.64,0.99,0.17,0.53,0.37,0.43,0.22,0.26,0.78,0.43,0.51,0.75,0.93,0.99,0.35,0.05,0.94,0.53,0.61,0.39,0.46,0.57,0.99,0.09,0.63,0.63,0.46,0.42,0.92,0.85,0.86,0.44,0.62,0.38,0.29,0.93,1,3.377826516180321,-3.1787888550313603
Melissa Bryant,Software Engineer,0.0,0.79,0.65,0.86,0.27,0.76,0.27,0.39,0.24,0.27,0.99,0.67,0.56,0.79,0.67,0.65,0.74,0.6,0.89,0.47,0.43,0.4,0.44,0.57,0.87,0.16,0.58,0.8,0.28,0.4,0.78,0.51,0.65,0.33,0.65,0.71,0.01,0.72,1,2.2392928542174633,-2.325407322804107
Meagan Orozco,Software Engineer,0.0,0.78,0.69,0.3,0.94,0.88,0.45,0.07,0.38,0.16,0.77,0.71,0.62,0.77,0.7,0.44,0.47,0.36,0.89,0.51,0.84,0.38,0.3,0.32,0.39,0.69,0.59,0.76,0.67,0.84,0.54,0.59,0.36,0.83,0.24,0.65,0.22,0.19,3,-2.7788437694388457,0.16515065339223506
Douglas Weber,Software Engineer,1.0,0.91,0.73,0.75,0.04,0.36,0.1,0.46,0.55,0.19,0.81,0.24,0.21,0.71,0.66,0.96,0.76,0.36,0.99,0.55,0.45,0.34,0.43,0.38,0.99,0.33,0.99,0.52,0.03,0.38,0.72,0.48,0.8,0.15,0.84,0.7,0.13,0.82,1,3.8739227700517014,-3.1560116214061207
Todd Reyes,Software Engineer,0.5,0.89,0.79,0.88,0.25,0.52,0.23,0.46,0.2,0.16,0.85,0.58,0.74,0.86,0.55,0.47,0.66,0.61,0.75,0.64,0.4,0.58,0.37,0.7,0.92,0.57,0.68,0.71,0.3,0.58,0.98,0.99,0.67,0.46,0.68,0.48,0.24,0.87,1,2.518092255139731,-1.3683108962534236
Catherine Johnson,Software Engineer,0.0,0.76,0.77,0.69,0.63,0.83,0.3,0.23,0.39,0.4,0.49,0.86,0.53,0.77,0.99,0.43,0.84,0.43,0.75,0.89,0.81,0.17,0.13,0.27,0.44,0.73,0.67,0.83,0.84,0.9,0.42,0.53,0.69,0.76,0.57,0.87,0.21,0.03,3,-3.912371724558977,-0.21975280131366243
Travis French,Software Engineer,0.5,0.81,0.88,0.95,0.09,0.59,0.45,0.31,0.22,0.35,0.6,0.72,0.52,0.52,0.52,0.66,0.81,0.27,0.83,0.42,0.52,0.27,0.28,0.37,0.76,0.21,0.67,0.83,0.4,0.28,0.78,0.71,0.4,0.59,0.88,0.61,0.36,0.54,1,1.865501250221415,-1.798301167180585
John Smith III,Data Scientist,1.0,0.91,0.86,0.99,0.33,0.4,0.25,0.57,0.6,0.18,0.75,0.6,0.62,0.67,0.49,0.57,0.59,0.34,0.79,0.59,0.46,0.41,0.4,0.35,0.69,0.41,0.76,0.69,0.3,0.55,0.9,0.81,0.65,0.39,0.48,0.57,0.1,0.99,1,2.2296927357930434,-1.7083706442981135
Jennifer Garcia,Software Engineer,1.0,0.92,0.37,0.64,0.79,0.85,0.17,0.37,0.32,0.2,0.82,0.73,0.86,0.53,0.99,0.25,0.83,0.15,0.77,0.63,0.89,0.15,0.44,0.2,0.7,0.6,0.4,0.89,0.76,0.85,0.25,0.45,0.54,0.99,0.5,0.88,0.37,0.14,3,-4.269362269711557,0.07752409802554297
Dr. William Wagner,Software Engineer,1.0,0.91,0.77,0.53,0.75,0.32,0.66,0.3,0.56,0.4,0.85,0.61,0.83,0.71,0.71,0.71,0.49,0.51,0.71,0.76,0.5,0.58,0.37,0.29,0.61,0.84,0.5,0.86,0.69,0.85,0.43,0.69,0.84,0.43,0.45,0.39,0.81,0.72,0,0.32153501129215545,2.069582216960241
John Howard MD,Financial Analyst,1.0,0.97,0.35,0.63,0.94,0.38,0.77,0.99,0.63,0.37,0.75,0.61,0.39,0.49,0.51,0.78,0.23,0.77,0.5,0.16,0.23,0.55,0.6,0.32,0.9,0.39,0.32,0.39,0.22,0.34,0.49,0.47,0.51,0.08,0.66,0.34,0.8,0.53,2,5.341938630736165,3.4682210912872953
Michelle Johnson,Data Scientist,0.5,0.89,0.63,0.5,0.71,0.9,0.24,0.29,0.3,0.01,0.51,0.96,0.63,0.17,0.57,0.51,0.66,0.01,0.76,0.81,0.73,0.44,0.18,0.21,0.38,0.47,0.66,0.83,0.78,0.96,0.06,0.75,0.6,0.75,0.41,0.72,0.37,0.38,3,-3.792461495775028,-0.05179123699212585
Gina Johnson,Financial Analyst,0.0,0.72,0.67,0.74,0.57,0.99,0.39,0.34,0.48,0.23,0.5,0.73,0.3,0.66,0.77,0.39,0.93,0.18,0.56,0.7,0.57,0.21,0.01,0.21,0.58,0.82,0.51,0.76,0.69,0.85,0.74,0.93,0.56,0.87,0.2,0.73,0.25,0.22,3,-3.394666067769273,-0.2465091262039257
Jennifer Burke,Software Engineer,1.0,0.94,0.68,0.87,0.4,0.69,0.41,0.42,0.21,0.02,0.83,0.28,0.36,0.8,0.58,0.73,0.26,0.26,0.99,0.4,0.42,0.39,0.29,0.6,0.8,0.26,0.91,0.79,0.75,0.38,0.99,0.8,0.85,0.5,0.65,0.27,0.03,0.55,1,2.6211735322901304,-3.8120265213443996
Andrew Perez,Marketing Manager,0.0,0.75,0.69,0.64,0.73,0.45,0.32,0.71,0.5,0.55,0.98,0.76,0.96,0.8,0.94,0.74,0.4,0.39,0.82,0.81,0.57,0.31,0.04,0.02,0.47,0.85,0.13,0.5,0.59,0.56,0.12,0.91,0.16,0.82,0.66,0.69,0.4,0.44,0,-1.535243055145056,4.091764199900805
Christopher Martinez,Software Engineer,1.0,0.92,0.76,0.67,0.81,0.99,0.31,0.07,0.36,0.37,0.6,0.83,0.63,0.54,0.94,0.34,0.82,0.21,0.61,0.84,0.56,0.34,0.41,0.21,0.45,0.6,0.48,0.79,0.99,0.95,0.17,0.77,0.64,0.59,0.3,0.83,0.22,0.3,3,-4.266987590436626,0.15507963957770707
Stacy Smith,Software Engineer,0.5,0.86,0.58,0.65,0.57,0.94,0.19,0.07,0.25,0.19,0.66,0.81,0.68,0.8,0.84,0.24,0.71,0.1,0.85,0.99,0.95,0.38,0.34,0.35,0.21,0.74,0.47,0.79,0.84,0.99,0.44,0.69,0.51,0.99,0.35,0.9,0.21,0.24,3,-5.0141523689920175,-0.6724653303620638
Ann White,Software Engineer,1.0,0.94,0.99,0.68,0.75,0.62,0.13,0.33,0.08,0.04,0.74,0.87,0.53,0.62,0.82,0.21,0.74,0.29,0.59,0.41,0.99,0.09,0.31,0.35,0.38,0.79,0.48,0.99,0.81,0.98,0.14,0.76,0.44,0.64,0.19,0.72,0.22,0.73,3,-4.132290530041162,-1.2433998326606708
Michael Vazquez,Software Engineer,0.5,0.81,0.5,0.94,0.3,0.82,0.55,0.27,0.24,0.48,0.53,0.43,0.48,0.65,0.65,0.73,0.52,0.42,0.91,0.51,0.35,0.35,0.34,0.28,0.75,0.28,0.76,0.79,0.38,0.48,0.87,0.61,0.61,0.5,0.78,0.43,0.19,0.99,1,2.6622553185488624,-2.5775670979730965
Kevin Murphy,HR Executive,0.0,0.8,0.39,0.33,0.75,0.58,0.39,0.42,0.08,0.19,0.93,0.68,0.64,0.96,0.55,0.25,0.83,0.58,0.49,0.99,0.87,0.01,0.54,0.23,0.52,0.5,0.49,0.53,0.61,0.86,0.39,0.57,0.33,0.66,0.41,0.87,0.26,0.53,3,-2.471831746877658,0.5772210829262925
Chelsea Snyder MD,Software Engineer,0.5,0.8,0.84,0.87,0.95,0.89,0.49,0.47,0.42,0.21,0.63,0.67,0.99,0.8,0.9,0.7,0.59,0.36,0.77,0.87,0.57,0.28,0.19,0.59,0.88,0.53,0.14,0.61,0.83,0.52,0.55,0.86,0.33,0.76,0.67,0.66,0.5,0.4,0,-1.208461017425364,2.251849065769809
Bryan Chapman,Software Engineer,0.0,0.73,0.64,0.9,0.28,0.33,0.38,0.42,0.56,0.5,0.66,0.31,0.51,0.62,0.78,0.72,0.46,0.5,0.87,0.55,0.49,0.33,0.31,0.66,0.66,0.55,0.8,0.56,0.53,0.57,0.99,0.5,0.58,0.56,0.86,0.47,0.52,0.82,1,3.271536781664848,-0.8325772684101334
Abigail Wilson,Financial Analyst,0.5,0.86,0.83,0.5,0.48,0.64,0.54,0.06,0.25,0.16,0.62,0.66,0.5,0.69,0.68,0.79,0.01,0.3,0.64,0.56,0.41,0.35,0.14,0.35,0.97,0.51,0.86,0.45,0.64,0.56,0.83,0.4,0.74,0.26,0.8,0.41,0.53,0.83,1,2.4815280989202684,-1.1962203528131377
Barbara Gross,Software Engineer,0.5,0.86,0.99,0.7,0.77,0.5,0.45,0.43,0.94,0.3,0.71,0.75,0.99,0.68,0.62,0.62,0.55,0.15,0.47,0.88,0.66,0.29,0.24,0.28,0.53,0.88,0.53,0.68,0.8,0.96,0.25,0.72,0.6,0.75,0.76,0.63,0.37,0.37,0,-2.105376952109531,2.6971388037579604
Lori Gonzalez,Software Engineer,0.5,0.83,0.66,0.57,0.51,0.31,0.48,0.34,0.54,0.13,0.76,0.15,0.21,0.79,0.33,0.67,0.6,0.51,0.75,0.26,0.53,0.55,0.35,0.28,0.72,0.39,0.93,0.46,0.23,0.8,0.82,0.74,0.5,0.42,0.89,0.44,0.56,0.8,1,3.6380113562462557,-0.9219841184920156
Brian Thompson,Data Scientist,0.0,0.72,0.91,0.59,0.87,0.67,0.31,0.42,0.53,0.26,0.73,0.7,0.8,0.58,0.99,0.49,0.63,0.36,0.62,0.84,0.43,0.51,0.25,0.36,0.92,0.71,0.62,0.83,0.68,0.7,0.33,0.99,0.28,0.76,0.9,0.52,0.3,0.29,0,-1.5973226612716556,2.029331887653584
Heather Jackson,Software Engineer,0.0,0.8,0.71,0.7,0.84,0.93,0.14,0.21,0.32,0.01,0.48,0.65,0.86,0.54,0.98,0.33,0.88,0.39,0.74,0.76,0.99,0.31,0.56,0.06,0.5,0.79,0.46,0.84,0.63,0.75,0.01,0.88,0.52,0.99,0.47,0.92,0.11,0.14,3,-4.958453198647246,-0.1161697954014372
Margaret Lopez,Software Engineer,0.0,0.81,0.73,0.91,0.53,0.32,0.49,0.33,0.35,0.4,0.67,0.43,0.66,0.85,0.42,0.61,0.43,0.52,0.81,0.51,0.64,0.3,0.67,0.16,0.74,0.1,0.77,0.76,0.43,0.38,0.65,0.95,0.6,0.28,0.98,0.35,0.16,0.74,1,3.332264704123822,-1.714769858895678
Tyler Howard,Data Scientist,0.5,0.87,0.72,0.41,0.39,0.8,0.03,0.01,0.39,0.28,0.77,0.92,0.74,0.28,0.87,0.32,0.64,0.33,0.34,0.44,0.95,0.32,0.32,0.17,0.56,0.85,0.61,0.57,0.79,0.98,0.5,0.6,0.51,0.83,0.39,0.76,0.01,0.48,3,-3.7976482914064786,-0.11056785143641733
Phyllis Weaver,Software Engineer,0.5,0.85,0.68,0.99,0.19,0.48,0.72,0.41,0.48,0.15,0.93,0.6,0.58,0.69,0.68,0.46,0.61,0.27,0.81,0.7,0.61,0.11,0.31,0.5,0.54,0.51,0.77,0.86,0.34,0.35,0.99,0.66,0.41,0.43,0.51,0.62,0.33,0.72,1,1.537966045895437,-1.8987082177740506
Christopher Smith,Software Engineer,1.0,0.91,0.91,0.99,0.84,0.51,0.61,0.5,0.5,0.52,0.69,0.33,0.55,0.67,0.65,0.93,0.38,0.35,0.88,0.47,0.16,0.26,0.55,0.62,0.63,0.13,0.75,0.34,0.38,0.19,0.99,0.58,0.85,0.52,0.65,0.24,0.27,0.83,1,4.69468063816381,-1.084799461807672
Jeffrey Gonzalez,Software Engineer,0.5,0.88,0.74,0.86,0.47,0.71,0.31,0.31,0.47,0.22,0.86,0.54,0.65,0.71,0.43,0.67,0.37,0.52,0.99,0.73,0.58,0.21,0.66,0.46,0.68,0.43,0.72,0.36,0.3,0.44,0.83,0.54,0.71,0.43,0.53,0.8,0.12,0.78,1,2.212524261757823,-1.7851914207796884
Linda Stone,Software Engineer,1.0,0.95,0.57,0.87,0.8,0.99,0.26,0.01,0.01,0.01,0.7,0.75,0.52,0.54,0.99,0.28,0.89,0.25,0.59,0.88,0.99,0.21,0.42,0.35,0.45,0.78,0.5,0.7,0.76,0.99,0.29,0.46,0.44,0.37,0.28,0.86,0.18,0.6,3,-4.552628279158675,-1.6228496030046902
Kenneth Grant,Software Engineer,1.0,0.98,0.77,0.8,0.86,0.52,0.34,0.51,0.5,0.23,0.7,0.52,0.99,0.66,0.9,0.6,0.73,0.35,0.43,0.85,0.64,0.26,0.6,0.37,0.82,0.89,0.15,0.71,0.99,0.71,0.36,0.68,0.17,0.45,0.69,0.54,0.38,0.43,0,-1.7043519121464916,2.6825690773340343
Benjamin Ritter,HR Executive,0.0,0.8,0.9,0.75,0.14,0.53,0.28,0.27,0.39,0.2,0.99,0.39,0.59,0.41,0.47,0.54,0.31,0.46,0.99,0.55,0.42,0.26,0.62,0.71,0.82,0.44,0.8,0.76,0.28,0.38,0.91,0.88,0.48,0.05,0.68,0.55,0.06,0.67,1,3.4892335417027183,-2.6249996777427578
Casey Garcia,Software Engineer,1.0,0.7,0.57,0.69,0.83,0.9,0.51,0.05,0.52,0.01,0.59,0.81,0.73,0.54,0.86,0.35,0.41,0.24,0.41,0.89,0.99,0.12,0.15,0.21,0.53,0.83,0.99,0.7,0.86,0.99,0.34,0.49,0.6,0.96,0.3,0.97,0.31,0.23,3,-4.7469409984976965,-0.34477416249151405
Jason Rogers,Software Engineer,0.0,0.74,0.64,0.92,0.35,0.74,0.39,0.09,0.45,0.57,0.86,0.28,0.34,0.56,0.9,0.65,0.35,0.38,0.8,0.74,0.3,0.53,0.47,0.58,0.99,0.31,0.7,0.66,0.44,0.2,0.99,0.74,0.43,0.04,0.4,0.52,0.21,0.78,1,3.328922617843037,-1.8606828370362147
Lisa Blair,Software Engineer,1.0,0.94,0.65,0.85,0.76,0.85,0.33,0.32,0.39,0.05,0.71,0.43,0.78,0.83,0.93,0.59,0.74,0.14,0.41,0.85,0.74,0.19,0.33,0.29,0.49,0.48,0.56,0.87,0.79,0.72,0.44,0.59,0.58,0.82,0.35,0.99,0.29,0.12,3,-3.5134473513278897,-0.5274914597171424
Cassandra Figueroa,Software Engineer,1.0,0.9,0.67,0.47,0.85,0.99,0.38,0.18,0.25,0.12,0.54,0.79,0.38,0.32,0.83,0.4,0.66,0.06,0.64,0.55,0.83,0.51,0.4,0.09,0.26,0.77,0.39,0.45,0.93,0.9,0.37,0.69,0.54,0.75,0.43,0.99,0.12,0.15,3,-4.371333921513174,0.43697735489312894
Kayla Armstrong,Software Engineer,0.0,0.79,0.48,0.46,0.88,0.86,0.36,0.28,0.27,0.29,0.58,0.72,0.44,0.81,0.78,0.49,0.66,0.38,0.72,0.46,0.85,0.27,0.26,0.51,0.27,0.68,0.47,0.9,0.7,0.58,0.36,0.63,0.71,0.97,0.34,0.63,0.02,0.03,3,-3.163894853974472,-0.2940837613427952
Joshua Carter,Software Engineer,1.0,0.91,0.99,0.65,0.88,0.38,0.19,0.56,0.73,0.3,0.67,0.71,0.99,0.99,0.7,0.4,0.78,0.31,0.84,0.89,0.42,0.41,0.45,0.23,0.54,0.51,0.38,0.54,0.82,0.43,0.63,0.65,0.7,0.91,0.77,0.45,0.39,0.34,0,-0.8524282527971601,2.1357951937714725
Jeffery Moore,Marketing Manager,0.5,0.82,0.66,0.74,0.21,0.18,0.59,0.55,0.44,0.05,0.79,0.53,0.56,0.69,0.81,0.59,0.42,0.49,0.9,0.58,0.53,0.43,0.4,0.3,0.82,0.53,0.75,0.74,0.47,0.76,0.83,0.79,0.49,0.18,0.75,0.58,0.4,0.54,1,2.3675699214780623,-0.8032239734371065
Michael Harrell,Data Scientist,1.0,0.97,0.83,0.77,0.93,0.77,0.23,0.04,0.2,0.01,0.45,0.95,0.24,0.81,0.99,0.47,0.58,0.01,0.52,0.79,0.85,0.09,0.47,0.55,0.42,0.77,0.37,0.69,0.93,0.9,0.22,0.61,0.48,0.81,0.41,0.55,0.19,0.35,3,-4.270625749358798,-0.8718713816498799
Kathleen Dawson,Software Engineer,0.5,0.82,0.54,0.59,0.79,0.74,0.66,0.41,0.51,0.01,0.35,0.7,0.59,0.58,0.72,0.14,0.65,0.21,0.53,0.62,0.73,0.5,0.41,0.44,0.49,0.55,0.71,0.95,0.99,0.94,0.3,0.65,0.63,0.6,0.45,0.78,0.53,0.25,3,-2.7154030849833237,0.3776852788631319
Victoria Ryan,Software Engineer,0.5,0.86,0.89,0.78,0.86,0.54,0.57,0.68,0.58,0.34,0.86,0.46,0.8,0.99,0.64,0.97,0.83,0.41,0.78,0.71,0.51,0.62,0.16,0.41,0.49,0.57,0.79,0.6,0.62,0.8,0.59,0.99,0.26,0.61,0.8,0.8,0.32,0.43,0,0.14110550141512623,2.0937181514587038
Jeffrey Duke,Software Engineer,1.0,0.91,0.99,0.73,0.78,0.66,0.28,0.47,0.54,0.34,0.99,0.65,0.77,0.78,0.57,0.75,0.67,0.34,0.75,0.63,0.76,0.32,0.19,0.38,0.79,0.99,0.36,0.46,0.52,0.62,0.36,0.75,0.34,0.5,0.98,0.6,0.31,0.04,0,-0.7323795840804292,2.5801827433479714
